"","X","time_stamp","event","worker_id","file_name.x","session_id","microtask_id","question_type","question","answer","answer_index","confidence","difficulty","duration","explanation","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score.x","test_duration","feedback","quit_fileName","quit_reason","line","char_count","cyclomatic_complexity","length_Halstead","volume_Halstead","LOC","trimmed_LOC","s_char_count","s_cyclomatic_complexity","s_length_Halstead","s_volume_Halstead","s_LOC","s_trimmed_LOC","LineID","isBugCovering","type","faulty_lines","all_Lines","LOC_inspection","LOC_original","isAnswerCorrect","file_name.y","adjusted_score","qualification_score.y","testDuration_fastMembership","is_fast"
"2786",2018,"Fri 2015 Jul 10 13:19:41.168","MICROTASK","1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618_3","HIT04_7","576cE-1E-6i518","51","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'e' in the source code below that might be related to the failure?","I_DO_NOT_KNOW",2,0,4,185829,"This function  getMaxMiddleIndex()  is not called anywhere in the code block.",1.44e+12,"C#","Professional_Developer","Male","Web",8,"India",33,TRUE,TRUE,TRUE,TRUE,TRUE,5,973225,"","","",287,62,1,23,72.90827503,1,1,1537,19,900,4853.085681,78,52,287,FALSE,"variable","","287;289",2,2,TRUE,"HIT03_6",0.511037248124214,4,0.627198466910305,TRUE
"2792",2022,"Fri 2015 Jul 10 13:20:43.836","MICROTASK","1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618_3","HIT04_7","576cE-1E-6i518","38","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd'  at line  259 that might be related to the failure?","I_DO_NOT_KNOW",3,0,3,62667,"This function is not called anywhere in the code block ....",1.44e+12,"C#","Professional_Developer","Male","Web",8,"India",33,TRUE,TRUE,TRUE,TRUE,TRUE,5,973225,"","","",259,37,1,16,44.91767875,1,1,1537,19,900,4853.085681,78,52,259,FALSE,"method invocation","","259",1,1,TRUE,"HIT03_6",0.511037248124214,4,0.627198466910305,TRUE
"2805",2030,"Fri 2015 Jul 10 13:26:51.429","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT03_6","191gg2G-4a-8-8-2","20","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pos' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,3,447514,"Checking a character in the string with pos most likely causes an error since the error is a string out of bounds",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",82,12,1,12,27.86313714,1,1,657,10,340,1991.713538,23,16,95,TRUE,"variable","95","82;85;87;89;95",6,6,TRUE,"HIT01_8",1.14407742243869,5,0.628522937730011,TRUE
"2806",2030,"Fri 2015 Jul 10 13:26:51.429","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT03_6","191gg2G-4a-8-8-2","20","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pos' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,3,447514,"Checking a character in the string with pos most likely causes an error since the error is a string out of bounds",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",82,12,1,12,27.86313714,1,1,657,10,340,1991.713538,23,16,95,TRUE,"variable","95","82;85;87;89;95",6,6,TRUE,"HIT06_51",1.14407742243869,5,0.645106277526334,TRUE
"2810",2033,"Fri 2015 Jul 10 13:29:19.811","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT03_6","191gg2G-4a-8-8-2","31","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pt' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,2,4,148382,"the reassignment of pos with pt could be the cause of the error",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",94,39,2,25,79.24812504,1,1,657,10,340,1991.713538,23,16,95,FALSE,"variable","","94;95",1,1,FALSE,"HIT01_8",1.14407742243869,5,0.628522937730011,TRUE
"2811",2033,"Fri 2015 Jul 10 13:29:19.811","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT03_6","191gg2G-4a-8-8-2","31","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pt' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,2,4,148382,"the reassignment of pos with pt could be the cause of the error",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",94,39,2,25,79.24812504,1,1,657,10,340,1991.713538,23,16,95,FALSE,"variable","","94;95",1,1,FALSE,"HIT06_51",1.14407742243869,5,0.645106277526334,TRUE
"2814",2035,"Fri 2015 Jul 10 13:30:46.858","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT03_6","191gg2G-4a-8-8-2","25","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'translate'  at line  85 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,5,2,87047,"translate() is called with the wrong number of parameters and it is a void function so it should not be assigned to the variable consumed",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",85,42,1,21,63,1,1,657,10,340,1991.713538,23,16,85,FALSE,"method invocation","","85",1,1,FALSE,"HIT01_8",1.14407742243869,5,0.628522937730011,TRUE
"2815",2035,"Fri 2015 Jul 10 13:30:46.858","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT03_6","191gg2G-4a-8-8-2","25","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'translate'  at line  85 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,5,2,87047,"translate() is called with the wrong number of parameters and it is a void function so it should not be assigned to the variable consumed",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",85,42,1,21,63,1,1,657,10,340,1991.713538,23,16,85,FALSE,"method invocation","","85",1,1,FALSE,"HIT06_51",1.14407742243869,5,0.645106277526334,TRUE
"2862",2065,"Fri 2015 Jul 10 14:09:13.665","MICROTASK","1568aA-4c6i-106:505iC4e-2c-439_3","HIT01_8","405Ia1I6a-1-88","5","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'offset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,2,46879,"Java ints are signed.  ",1.44e+12,"Perl; SQL","Professional_Developer","Male","University;Web",15,"USA",39,TRUE,TRUE,TRUE,FALSE,FALSE,3,61163,"","","",282,15,1,12,27.86313714,1,1,825,16,305,1644.656814,23,18,282,FALSE,"variable","","282;290;294",3,3,TRUE,"HIT04_7",1.14407742243869,5,0.636250723520918,TRUE
"2865",2067,"Fri 2015 Jul 10 14:09:45.825","MICROTASK","1568aA-4c6i-106:505iC4e-2c-439_3","HIT01_8","405Ia1I6a-1-88","1","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'minutesOffset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,32160,"this is also an int; which is a signed value.",1.44e+12,"Perl; SQL","Professional_Developer","Male","University;Web",15,"USA",39,TRUE,TRUE,TRUE,FALSE,FALSE,3,61163,"","","",272,118,3,16,53.15084952,1,1,825,16,305,1644.656814,23,18,279,TRUE,"variable","279","273;279;280;286;288;290",6,7,FALSE,"HIT04_7",1.14407742243869,5,0.636250723520918,TRUE
"2901",2096,"Fri 2015 Jul 10 14:38:17.423","MICROTASK","1582ai0e2I065_3","HIT01_8","399aa2I-7E0-27","7","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 285 and 289 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,3,631832,"As all the variables are defined ",1.44e+12,"C; java","Graduate_Student","Male","University;Web",2,"India",24,TRUE,TRUE,TRUE,TRUE,TRUE,5,121300,"","","",285,128,3,74,245.822679,5,4,825,16,305,1644.656814,23,18,285,FALSE,"conditional","","285;286;288",3,4,TRUE,"HIT04_7",0.677612280220928,4,0.536877133776155,TRUE
"2903",2097,"Fri 2015 Jul 10 14:42:42.256","MICROTASK","1582ai0e2I065_3","HIT01_8","399aa2I-7E0-27","3","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 276 and 278 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,264833,"As the value send is -2; the hoursoffset value will not be less than -23 or greater than 23",1.44e+12,"C; java","Graduate_Student","Male","University;Web",2,"India",24,TRUE,TRUE,TRUE,TRUE,TRUE,5,121300,"","","",276,118,3,38,140.6167093,3,2,825,16,305,1644.656814,23,18,276,FALSE,"conditional","","276;277",2,2,TRUE,"HIT04_7",0.677612280220928,4,0.536877133776155,TRUE
"2936",2126,"Fri 2015 Jul 10 15:27:37.449","MICROTASK","83gE-9E9a-176:1609ca8I0E-894_3","HIT01_8","389cE-1e-7i43-3","5","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'offset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,250579,"Once again the program doesn t get to this point because of the arguments.",1.44e+12,"c++","Undergraduate_Student","Male","High_School;University;Web",9,"USA",27,TRUE,FALSE,TRUE,TRUE,TRUE,4,644520,"","","",282,15,1,12,27.86313714,1,1,825,16,305,1644.656814,23,18,282,FALSE,"variable","","282;290;294",3,3,TRUE,"HIT01_8",1.14407742243869,5,0.669006180867639,TRUE
"2939",2128,"Fri 2015 Jul 10 15:29:46.940","MICROTASK","83gE-9E9a-176:1609ca8I0E-894_3","HIT01_8","389cE-1e-7i43-3","1","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'minutesOffset' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",2,5,1,129491,"The error is stemming from line 279 because the value of -15 for minutesOffset is < 0. The line should be     if (minutesOffset < -59 || minutesOffset > 59) {",1.44e+12,"c++","Undergraduate_Student","Male","High_School;University;Web",9,"USA",27,TRUE,FALSE,TRUE,TRUE,TRUE,4,644520,"","","",272,118,3,16,53.15084952,1,1,825,16,305,1644.656814,23,18,279,TRUE,"variable","279","273;279;280;286;288;290",6,7,TRUE,"HIT01_8",1.14407742243869,5,0.669006180867639,TRUE
"2956",2144,"Fri 2015 Jul 10 16:20:24.672","MICROTASK","83gE-9E9a-176:1609ca8I0E-894_3","HIT04_7","556gA-1c6e-5-81","58","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'e' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,3,2772888,"I believe that the line should use this.maxMiddleIndex rather than this.minMiddleIndex on line 301.",1.44e+12,"c++","Undergraduate_Student","Male","High_School;University;Web",9,"USA",27,TRUE,FALSE,TRUE,TRUE,TRUE,4,644520,"","","",301,62,1,23,72.90827503,1,1,1537,19,900,4853.085681,78,52,301,TRUE,"variable","301","301;303",2,2,TRUE,"HIT01_8",1.14407742243869,5,0.669006180867639,TRUE
"2958",2145,"Fri 2015 Jul 10 16:21:15.332","MICROTASK","83gE-9E9a-176:1609ca8I0E-894_3","HIT04_7","556gA-1c6e-5-81","45","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'maxStart' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,50660,"This appears to go along with the flow of the logic.  ",1.44e+12,"c++","Undergraduate_Student","Male","High_School;University;Web",9,"USA",27,TRUE,FALSE,TRUE,TRUE,TRUE,4,644520,"","","",274,59,1,20,60,1,1,1537,19,900,4853.085681,78,52,274,FALSE,"variable","","274;276",2,2,TRUE,"HIT01_8",1.14407742243869,5,0.669006180867639,TRUE
"2968",2153,"Fri 2015 Jul 10 20:10:29.141","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT08_54","113IG4E4A7-4-9","121","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'ch4' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,169980,"Proper use of assignment.  Worst case scenario is that the string isn t long enough and you get an out of bounds error",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",114,25,1,18,50.5323886,1,1,957,27,513,2833.587283,33,25,114,FALSE,"variable","","114;115",2,2,TRUE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"2972",2155,"Fri 2015 Jul 10 20:11:55.028","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT08_54","113IG4E4A7-4-9","113","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  103 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,85887,"Proper use of this functions.  Worst case scenario again is that the string is not long enough and you get an out of bounds error.",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",103,25,1,14,39.30296891,1,1,957,27,513,2833.587283,33,25,103,FALSE,"method invocation","","103",1,1,TRUE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"2979",2158,"Fri 2015 Jul 10 20:14:02.757","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT08_54","113IG4E4A7-4-9","105","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'str' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,4,1,127729,"The issue is with the string that is passed in.  At line 115 it checks the 4th character of the string and throws the exception if it isn t a letter and the in the  fr__POSIX  string being passed in the 4th character is an underscore  _ ",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",94,43,1,10,28.07354922,1,1,957,27,513,2833.587283,33,25,94,FALSE,"variable","","95;98;100;102;103;105;108;110;111;113;114;116;119;121;122;124",16,16,FALSE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"2991",2165,"Fri 2015 Jul 10 20:18:55.369","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT03_6","22Ig2g-2E000","17","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'out' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,65443,"It is checked for null and handled appropriately",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",75,80,2,16,55.3509059,1,1,657,10,340,1991.713538,23,16,75,FALSE,"variable","","75;76;85;88",3,4,TRUE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"3011",2175,"Fri 2015 Jul 10 20:25:51.009","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT03_6","22Ig2g-2E000","28","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'toChars; codePointAt'  at line  87 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,415640,"pos should always be less than len at this point",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",87,64,1,28,88.75790004,1,1,657,10,340,1991.713538,23,16,87,FALSE,"method invocation","","87",1,1,TRUE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"3026",2183,"Fri 2015 Jul 10 20:34:01.159","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT03_6","22Ig2g-2E000","23","WHILE_LOOP","Is there any issue with the While-loop between lines 84 and 97 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,3,3,490150,"The error has to be in this block.  There seems to be another translate function defined that takes 3 arguments and returns an int so it s possible the error is in there. It s possible that pos is getting increased too much at line 95 also and the error is occurring at that line.",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",84,427,5,239,1312.55289,14,9,657,10,340,1991.713538,23,16,95,TRUE,"loop","95","84;85;86;87;88;89;90;94;95",9,9,TRUE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"3049",2196,"Fri 2015 Jul 10 20:36:19.670","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT06_51","40GE0G5I-9-30","89","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'abs'  at line  251 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,1,68484,"Appropriate use of the function.  It will never error at that line",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",251,25,2,14,39.30296891,1,1,516,9,262,1541.252479,28,18,247,FALSE,"method invocation","","251",1,1,TRUE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"3053",2198,"Fri 2015 Jul 10 20:43:33.769","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT06_51","40GE0G5I-9-30","83","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'add'  at line  243 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,434099,"The invocation of this function is done properly.  A string is asked for and a string is passed in.",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",243,9,1,7,7,1,1,516,9,262,1541.252479,28,18,243,FALSE,"method invocation","","243",1,1,TRUE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"3056",2200,"Fri 2015 Jul 10 20:44:10.591","MICROTASK","18ii-3A8a-2-2-3:17cC4a2e-8-2-6_3","HIT06_51","40GE0G5I-9-30","95","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'add; toString'  at line  260 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,1,36822,"value is properly converted to a string before being passed into the function.",1.44e+12,"C#","Hobbyist","Male","University;Web",5,"USA",34,FALSE,TRUE,FALSE,TRUE,TRUE,3,144407,"I have nothing else to add.","","",260,26,1,12,27.86313714,1,1,516,9,262,1541.252479,28,18,256,TRUE,"method invocation","260","260",1,1,FALSE,"HIT07_33",0.880821906012702,4,0.443333626678293,FALSE
"3059",2202,"Fri 2015 Jul 10 20:44:55.384","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT04_7","75gC-3i1i06-2","61","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 304 and 306 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,3,4,1477009,"I don t believe there is a problem there because it looks like only 1 time period is added to  s  so I think this.maxMiddleIndex would be assigned 0 because index is 0 at that point.  I would need to know what this.maxMiddleIndex is initialized to.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",304,54,2,37,117.2872251,3,2,1537,19,900,4853.085681,78,52,304,FALSE,"conditional","","304;305",2,3,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"3067",2207,"Fri 2015 Jul 10 20:47:13.591","MICROTASK","3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843_3","HIT04_7","78EC-9A-4G-53-1","58","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'e' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,4,2441238,"e is referencing minMiddleIndex instead of maxMiddleIndex on line 301",1.44e+12,"python","Other engineer","Male","University;Web",6,"USA",30,TRUE,TRUE,TRUE,TRUE,TRUE,5,244889,"","","",301,62,1,23,72.90827503,1,1,1537,19,900,4853.085681,78,52,301,TRUE,"variable","301","301;303",2,2,TRUE,"HIT08_54",0.511037248124214,4,0.672912271956346,TRUE
"3071",2209,"Fri 2015 Jul 10 20:48:54.977","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT04_7","75gC-3i1i06-2","49","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 's' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,3,239593,"I don t believe there is.  I looked up TimePeriodValues online and it looks fine.  The error seems to indicate that somehow; maxMiddleIndex is being assigned the TimePeriod s value.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",285,64,1,23,72.90827503,1,1,1537,19,900,4853.085681,78,52,285,FALSE,"variable","","285;289",2,2,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"3077",2212,"Fri 2015 Jul 10 20:51:10.815","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT04_7","75gC-3i1i06-2","37","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'end' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,2,135838,"That looks like the correct way to get the milliseconds of the end time.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",259,37,1,16,44.91767875,1,1,1537,19,900,4853.085681,78,52,259,FALSE,"variable","","259;260;315;326",4,4,TRUE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
"3085",2218,"Fri 2015 Jul 10 21:00:25.402","MICROTASK","3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843_3","HIT04_7","78EC-9A-4G-53-1","46","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getStart; getPeriod; getDataItem'  at line  274 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,2,3,791811,"I don t see a problem; it should return a  long  time",1.44e+12,"python","Other engineer","Male","University;Web",6,"USA",30,TRUE,TRUE,TRUE,TRUE,TRUE,5,244889,"","","",274,81,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,274,FALSE,"method invocation","","274",1,1,TRUE,"HIT08_54",0.511037248124214,4,0.672912271956346,TRUE
"3092",2223,"Fri 2015 Jul 10 21:05:45.894","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT04_7","72iG-9A-8i02-1","64","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd; getPeriod; getDataItem'  at line  313 that might be related to the failure?","I_DO_NOT_KNOW",1,0,4,696333,"Line 313 doesn t seem to be causing any issues; but I m not sure.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",313,75,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,313,FALSE,"method invocation","","313",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3094",2224,"Fri 2015 Jul 10 21:06:45.927","MICROTASK","66AC-5a0g-47-9:1443IA-7C-6e967_3","HIT08_54","106AC0e0e-331","128","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'Locale; substring; substring; substring'  at line  124 that might be related to the failure?","YES_THERE_IS_AN_ISSUE",1,4,3,322790,"The line assumes that the string is a valid locale because it has 6 chars and an underscore. There should be more string format check before the conversion.",1.44e+12,"C#; VB.NET; Java","Professional_Developer","Male","University;Web",17,"USA",39,TRUE,TRUE,TRUE,TRUE,TRUE,5,255945,"Easy","","",124,78,2,36,124.5395383,1,1,957,27,513,2833.587283,33,25,124,FALSE,"method invocation","","124",1,1,FALSE,"HIT04_7",0.880821906012702,4,0.622227722924253,TRUE
"3097",2226,"Fri 2015 Jul 10 21:08:26.291","MICROTASK","56II-1e7E-789:57CI-4g3G20-9_3","HIT04_7","72iG-9A-8i02-1","52","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd; getPeriod; getDataItem'  at line  287 that might be related to the failure?","I_DO_NOT_KNOW",2,0,4,160397,"Line 287 looks fine and doesn t seem to be related to the failure; but I am not 100 percent sure.",1.44e+12,"PHP","Hobbyist","Female","Web",9,"USA",37,TRUE,TRUE,TRUE,TRUE,TRUE,5,393361,"HITS are challenging yet fun; thank you so much!","","",287,73,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,287,FALSE,"method invocation","","287",1,1,TRUE,"HIT08_54",-0.0298473032062359,3,0.661003555875939,TRUE
"3101",2229,"Fri 2015 Jul 10 21:09:48.799","MICROTASK","66AC-5a0g-47-9:1443IA-7C-6e967_3","HIT08_54","106AC0e0e-331","120","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'charAt'  at line  113 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,2,182872,"There s no issue in reading the char at that position. I don t see how reading that char can have a negative effect. There at the right position.  ",1.44e+12,"C#; VB.NET; Java","Professional_Developer","Male","University;Web",17,"USA",39,TRUE,TRUE,TRUE,TRUE,TRUE,5,255945,"Easy","","",113,25,1,18,50.5323886,1,1,957,27,513,2833.587283,33,25,113,FALSE,"method invocation","","113",1,1,TRUE,"HIT04_7",0.880821906012702,4,0.622227722924253,TRUE
"3105",2232,"Fri 2015 Jul 10 21:12:17.925","MICROTASK","66AC-5a0g-47-9:1443IA-7C-6e967_3","HIT08_54","106AC0e0e-331","112","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'ch1' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,2,149126,"The char assignment is also correct. It is reading char at position 1 which is right. 0 and 1 should be alpha characters.",1.44e+12,"C#; VB.NET; Java","Professional_Developer","Male","University;Web",17,"USA",39,TRUE,TRUE,TRUE,TRUE,TRUE,5,255945,"Easy","","",103,25,1,14,39.30296891,1,1,957,27,513,2833.587283,33,25,103,FALSE,"variable","","103;104",2,2,TRUE,"HIT04_7",0.880821906012702,4,0.622227722924253,TRUE
"3108",2234,"Fri 2015 Jul 10 21:14:04.306","MICROTASK","28Gc-2i-9C-18-2:442cA-6G6i-749_3","HIT03_6","20eC-6E-1E8-96","20","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'pos' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,2,1342017,"This looks correct.  The position variable should start at the first character; index 0.",1.44e+12,"c++","Professional_Developer","Female","University",14,"USA",36,TRUE,TRUE,TRUE,FALSE,TRUE,4,182755,"","","",82,12,1,12,27.86313714,1,1,657,10,340,1991.713538,23,16,95,TRUE,"variable","95","82;85;87;89;95",6,6,FALSE,"HIT08_54",-0.0298473032062359,3,0.62161417274137,TRUE
