"","time_stamp","event","worker_id","consent_date","test1","test2","test3","test4","qualification_score","test_duration","feedback","gender","years_programming","difficulty","country","age","test1_","test2_","test3_","test4_","Obs","Exp","irt_qualification_score","irt_qualification_score.standard_error"
"2953","2014 10 27 12:01:30.584000","CONSENT","1623_2","1.414425690584E12","false","false","false","true",1,567537,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"2954","2014 10 27 12:02:56.749000","CONSENT","1624_2","1.414425776749E12","true","false","true","true",3,23220,"I am new to coding","Female",1,6,"US",27,1,0,1,1,25,46.0425566513473,3.78141302561702,0.463265599834757
"2955","2014 10 27 12:05:12.440000","CONSENT","1627_2","1.414425912044E12","false","true","false","false",1,295762,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2956","2014 10 27 12:07:20.242000","CONSENT","1630_2","1.414426040242E12","false","false","false","false",0,79578,"-","Male",5,4,"india",27,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2957","2014 10 27 12:08:46.560000","CONSENT","1631_2","1.41442612656E12","true","true","true","true",4,85538,NA,NA,NA,NA,NA,NA,1,1,1,1,127,67.2442431432826,4,0.562668731103678
"2958","2014 10 27 12:11:24.185000","CONSENT","1632_2","1.414426284185E12","false","true","false","false",1,193342,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2959","2014 10 27 12:13:03.198000","CONSENT","1633_2","1.414426383198E12","false","false","false","false",0,261631,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2960","2014 10 27 12:13:21.630000","CONSENT","1634_2","1.414426401063E12","false","false","false","false",0,26120,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2961","2014 10 27 12:13:21.112000","CONSENT","1635_2","1.414426401112E12","true","false","false","false",1,36687,NA,NA,NA,NA,NA,NA,1,0,0,0,112,83.6028446034209,1.96241940092683,0.521950632280381
"2962","2014 10 27 12:14:55.964000","CONSENT","1636_2","1.414426495964E12","false","false","false","true",1,15972,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"2963","2014 10 27 12:15:01.825000","CONSENT","1637_2","1.414426501825E12","false","false","false","false",0,22736,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2964","2014 10 27 12:15:07.455000","CONSENT","1638_2","1.414426507455E12","false","true","false","false",1,117047,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2965","2014 10 27 12:16:26.566000","CONSENT","1639_2","1.414426586566E12","false","true","false","false",1,115995,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2966","2014 10 27 12:18:41.281000","CONSENT","1641_2","1.414426721281E12","true","true","true","false",3,197819,NA,NA,NA,NA,NA,NA,1,1,1,0,68,80.0374563441851,3.82806800487549,0.484277048619239
"2967","2014 10 27 12:23:12.480000","CONSENT","1645_2","1.414426992048E12","false","false","false","true",1,127972,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"2968","2014 10 27 12:25:03.168000","CONSENT","1647_2","1.414427103168E12","false","false","false","false",0,1062473,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2969","2014 10 27 12:26:19.526000","CONSENT","1649_2","1.414427179526E12","false","false","false","true",1,227716,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"2970","2014 10 27 12:28:41.927000","CONSENT","1651_2","1.414427321927E12","false","true","false","false",1,242017,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2971","2014 10 27 12:28:44.816000","CONSENT","1652_2","1.414427324816E12","false","false","false","false",0,173323,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2972","2014 10 27 12:29:29.663000","CONSENT","1653_2","1.414427369663E12","false","false","false","false",0,22265,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2973","2014 10 27 12:29:46.498000","CONSENT","1654_2","1.414427386498E12","false","false","false","false",0,69409,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2974","2014 10 27 12:30:44.114000","CONSENT","1655_2","1.414427444114E12","false","true","false","true",2,155669,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"2975","2014 10 27 12:34:33.546000","CONSENT","1659_2","1.414427673546E12","true","false","false","false",1,125977,NA,NA,NA,NA,NA,NA,1,0,0,0,112,83.6028446034209,1.96241940092683,0.521950632280381
"2976","2014 10 27 12:34:38.368000","CONSENT","1660_2","1.414427678368E12","false","false","true","true",2,37388,"It was hard for me to read and I don't know why. ","Female",1,7,"USA",26,0,0,1,1,76,74.006804674111,3.35123515172134,0.307458604524541
"2977","2014 10 27 12:38:02.558000","CONSENT","1662_2","1.414427882558E12","false","true","false","true",2,60281,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"2978","2014 10 27 12:38:40.500000","CONSENT","1663_2","1.414427920005E12","false","false","false","false",0,107358,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2979","2014 10 27 12:38:43.388000","CONSENT","1664_2","1.414427923388E12","false","false","false","false",0,191465,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2980","2014 10 27 12:41:08.944000","CONSENT","1665_2","1.414428068944E12","false","false","false","false",0,277085,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2981","2014 10 27 12:45:12.540000","CONSENT","1666_2","1.41442831254E12","false","false","false","false",0,95966,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2982","2014 10 27 12:46:10.304000","CONSENT","1667_2","1.414428370304E12","true","true","true","true",4,549263,"nil","Female",2,6,"us",32,1,1,1,1,127,67.2442431432826,4,0.562668731103678
"2983","2014 10 27 12:46:31.333000","CONSENT","1668_2","1.414428391333E12","false","true","false","false",1,640216,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2984","2014 10 27 12:47:03.879000","CONSENT","1669_2","1.414428423879E12","false","false","false","false",0,151148,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2985","2014 10 27 12:48:11.564000","CONSENT","1670_2","1.414428491564E12","false","true","false","false",1,110465,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2986","2014 10 27 12:48:35.705000","CONSENT","1671_2","1.414428515705E12","false","true","false","false",1,152242,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2987","2014 10 27 12:49:32.934000","CONSENT","1672_2","1.414428572934E12","false","false","true","false",1,52667,NA,NA,NA,NA,NA,NA,0,0,1,0,124,97.8567766805342,3.29411676115972,0.294000106867862
"2988","2014 10 27 12:50:25.744000","CONSENT","1673_2","1.414428625744E12","false","false","false","false",0,167283,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2989","2014 10 27 12:56:46.430000","CONSENT","1674_2","1.414429006043E12","false","false","false","false",0,91258,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2990","2014 10 27 12:56:46.263000","CONSENT","1675_2","1.414429006263E12","false","false","false","false",0,152217,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2991","2014 10 27 12:59:46.617000","CONSENT","1677_2","1.414429186617E12","true","false","false","false",1,203548,NA,NA,NA,NA,NA,NA,1,0,0,0,112,83.6028446034209,1.96241940092683,0.521950632280381
"2992","2014 10 27 13:04:43.729000","CONSENT","1679_2","1.414429483729E12","false","false","false","true",1,102780,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"2993","2014 10 27 13:05:18.832000","CONSENT","1680_2","1.414429518832E12","false","true","false","false",1,125219,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2994","2014 10 27 13:06:43.930000","CONSENT","1681_2","1.41442960393E12","false","false","false","false",0,184644,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2995","2014 10 27 13:07:32.953000","CONSENT","1682_2","1.414429652953E12","false","true","false","false",1,263569,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2996","2014 10 27 13:07:38.124000","CONSENT","1683_2","1.414429658124E12","false","false","false","false",0,95628,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2997","2014 10 27 13:08:33.981000","CONSENT","1684_2","1.414429713981E12","false","true","false","false",1,117803,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"2998","2014 10 27 13:14:10.453000","CONSENT","1686_2","1.414430050453E12","false","false","false","false",0,67214,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"2999","2014 10 27 13:15:37.260000","CONSENT","1687_2","1.41443013726E12","false","false","false","false",0,171342,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3000","2014 10 27 13:17:45.810000","CONSENT","1690_2","1.414430265081E12","false","false","true","false",1,433812,NA,NA,NA,NA,NA,NA,0,0,1,0,124,97.8567766805342,3.29411676115972,0.294000106867862
"3001","2014 10 27 13:18:42.310000","CONSENT","1691_2","1.414430322031E12","false","false","false","false",0,64032,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3002","2014 10 27 13:18:45.589000","CONSENT","1692_2","1.414430325589E12","false","true","false","false",1,92773,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3003","2014 10 27 13:19:40.460000","CONSENT","1694_2","1.41443038046E12","false","false","false","true",1,68131,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3004","2014 10 27 13:20:35.915000","CONSENT","1696_2","1.414430435915E12","false","false","false","false",0,166375,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3005","2014 10 27 13:21:23.324000","CONSENT","1697_2","1.414430483324E12","false","true","false","false",1,32936,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3006","2014 10 27 13:21:40.275000","CONSENT","1698_2","1.414430500275E12","false","true","true","false",2,142901,"Some of this is too convoluted to be solved without more access.","Male",5,5,"United States",22,0,1,1,0,134,125.218765835446,3.37110733051233,0.312586257475557
"3007","2014 10 27 13:21:58.182000","CONSENT","1699_2","1.414430518182E12","false","false","false","false",0,1482630,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3008","2014 10 27 13:22:23.257000","CONSENT","1700_2","1.414430543257E12","false","false","false","false",0,173162,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3009","2014 10 27 13:23:43.676000","CONSENT","1701_2","1.414430623676E12","false","true","false","true",2,68673,"None","Female",2,5,"India",24,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3010","2014 10 27 13:24:10.683000","CONSENT","1702_2","1.414430650683E12","false","true","false","false",1,1131978,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3011","2014 10 27 13:33:46.927000","CONSENT","1703_2","1.414431226927E12","false","true","false","true",2,92449,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3012","2014 10 27 13:35:12.601000","CONSENT","1704_2","1.414431312601E12","false","false","false","false",0,128785,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3013","2014 10 27 13:35:58.747000","CONSENT","1705_2","1.414431358747E12","false","false","false","false",0,28113,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3014","2014 10 27 13:36:10.223000","CONSENT","1706_2","1.414431370223E12","false","true","false","true",2,53501,"fun but difficult","Male",2,6,"USA",28,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3015","2014 10 27 13:37:43.503000","CONSENT","1707_2","1.414431463503E12","false","false","false","true",1,103512,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3016","2014 10 27 13:37:52.830000","CONSENT","1708_2","1.414431472083E12","false","false","false","false",0,67041,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3017","2014 10 27 13:38:44.170000","CONSENT","1709_2","1.414431524017E12","true","true","true","true",4,279846,NA,NA,NA,NA,NA,NA,1,1,1,1,127,67.2442431432826,4,0.562668731103678
"3018","2014 10 27 13:40:56.890000","CONSENT","1711_2","1.41443165689E12","false","true","false","false",1,134737,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3019","2014 10 27 13:43:41.305000","CONSENT","1713_2","1.414431821305E12","false","true","false","false",1,118322,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3020","2014 10 27 13:44:29.733000","CONSENT","1714_2","1.414431869733E12","false","false","false","false",0,103807,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3021","2014 10 27 13:44:58.116000","CONSENT","1715_2","1.414431898116E12","true","false","false","true",2,48058,NA,NA,NA,NA,NA,NA,1,0,0,1,74,47.5041153629297,2.1104152867906,0.450085624139834
"3022","2014 10 27 13:45:24.131000","CONSENT","1716_2","1.414431924131E12","false","true","true","false",2,429543,"-","Male",4,6,"U.S.",25,0,1,1,0,134,125.218765835446,3.37110733051233,0.312586257475557
"3023","2014 10 27 13:48:06.486000","CONSENT","1717_2","1.414432086486E12","false","false","false","false",0,53465,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3024","2014 10 27 13:50:42.419000","CONSENT","1719_2","1.414432242419E12","true","true","true","true",4,293546,"-","Male",20,7,"United States",40,1,1,1,1,127,67.2442431432826,4,0.562668731103678
"3025","2014 10 27 13:53:52.609000","CONSENT","1721_2","1.414432432609E12","false","false","false","true",1,51530,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3026","2014 10 27 13:55:13.479000","CONSENT","1722_2","1.414432513479E12","false","true","false","true",2,104458,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3027","2014 10 27 13:58:45.204000","CONSENT","1724_2","1.414432725204E12","false","true","true","true",3,26643,NA,NA,NA,NA,NA,NA,0,1,1,1,54,96.4692201261113,3.43634060188857,0.331005326166684
"3028","2014 10 27 14:00:15.530000","CONSENT","1725_2","1.41443281553E12","false","true","false","false",1,2301261,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3029","2014 10 27 14:01:26.779000","CONSENT","1726_2","1.414432886778E12","false","true","true","false",2,127325,NA,NA,NA,NA,NA,NA,0,1,1,0,134,125.218765835446,3.37110733051233,0.312586257475557
"3030","2014 10 27 14:06:32.990000","CONSENT","1728_2","1.41443319299E12","false","false","false","false",0,88646,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3031","2014 10 27 14:10:27.960000","CONSENT","1729_2","1.414433427096E12","false","true","false","true",2,364737,"-","Male",3,5,"INDIA",24,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3032","2014 10 27 14:10:52.920000","CONSENT","1730_2","1.41443345292E12","true","true","true","false",3,155553,NA,NA,NA,NA,NA,NA,1,1,1,0,68,80.0374563441851,3.82806800487549,0.484277048619239
"3033","2014 10 27 14:14:34.892000","CONSENT","1731_2","1.414433674892E12","false","false","false","true",1,70178,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3034","2014 10 27 14:20:04.396000","CONSENT","1733_2","1.414434004396E12","false","true","true","true",3,162667,NA,NA,NA,NA,NA,NA,0,1,1,1,54,96.4692201261113,3.43634060188857,0.331005326166684
"3035","2014 10 27 14:24:07.949000","CONSENT","1736_2","1.414434247949E12","false","false","false","false",0,124800,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3036","2014 10 27 14:24:41.849000","CONSENT","1737_2","1.414434281849E12","true","true","true","true",4,260313,NA,NA,NA,NA,NA,NA,1,1,1,1,127,67.2442431432826,4,0.562668731103678
"3037","2014 10 27 14:24:56.753000","CONSENT","1738_2","1.414434296753E12","false","false","false","false",0,213171,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3038","2014 10 27 14:25:16.799000","CONSENT","1739_2","1.414434316799E12","false","false","false","true",1,160989,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3039","2014 10 27 14:26:17.160000","CONSENT","1740_2","1.414434377016E12","false","true","false","true",2,24585,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3040","2014 10 27 14:26:28.195000","CONSENT","1741_2","1.414434388195E12","false","true","false","false",1,156887,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3041","2014 10 27 14:28:22.795000","CONSENT","1743_2","1.414434502795E12","false","false","false","false",0,36973,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3042","2014 10 27 14:29:07.375000","CONSENT","1744_2","1.414434547375E12","false","false","false","false",0,110093,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3043","2014 10 27 14:29:30.632000","CONSENT","1745_2","1.414434570632E12","false","true","false","true",2,11001,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3044","2014 10 27 14:29:31.696000","CONSENT","1746_2","1.414434571696E12","false","false","true","true",2,183265,NA,NA,NA,NA,NA,NA,0,0,1,1,76,74.006804674111,3.35123515172134,0.307458604524541
"3045","2014 10 27 14:31:13.142000","CONSENT","1747_2","1.414434673142E12","false","true","false","true",2,94835,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3046","2014 10 27 14:31:53.728000","CONSENT","1748_2","1.414434713728E12","false","true","false","false",1,83792,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3047","2014 10 27 14:31:57.537000","CONSENT","1749_2","1.414434717537E12","false","false","true","false",1,86798,NA,NA,NA,NA,NA,NA,0,0,1,0,124,97.8567766805342,3.29411676115972,0.294000106867862
"3048","2014 10 27 14:32:14.163000","CONSENT","1750_2","1.414434734163E12","false","false","false","true",1,58140,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3049","2014 10 27 14:33:04.576000","CONSENT","1751_2","1.414434784576E12","true","true","true","true",4,345113,"-","Male",4,5,"India",28,1,1,1,1,127,67.2442431432826,4,0.562668731103678
"3050","2014 10 27 14:36:43.940000","CONSENT","1752_2","1.414435003094E12","false","false","false","false",0,58550,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3051","2014 10 27 14:38:07.755000","CONSENT","1753_2","1.414435087755E12","false","true","false","true",2,477843,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3052","2014 10 27 14:38:47.869000","CONSENT","1754_2","1.414435127869E12","true","true","true","false",3,32404,NA,NA,NA,NA,NA,NA,1,1,1,0,68,80.0374563441851,3.82806800487549,0.484277048619239
"3053","2014 10 27 14:40:50.382000","CONSENT","1755_2","1.414435250382E12","false","false","false","true",1,27011,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3054","2014 10 27 14:43:11.420000","CONSENT","1756_2","1.414435391042E12","false","true","false","true",2,49858,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3055","2014 10 27 14:44:51.495000","CONSENT","1758_2","1.414435491495E12","false","false","false","true",1,45128,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3056","2014 10 27 14:47:43.978000","CONSENT","1761_2","1.414435663978E12","false","false","false","true",1,123828,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3057","2014 10 27 14:48:41.150000","CONSENT","1763_2","1.414435721015E12","false","false","false","false",0,9850,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3058","2014 10 27 14:49:10.800000","CONSENT","1764_2","1.414435750008E12","false","true","false","false",1,9702,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3059","2014 10 27 14:50:06.100000","CONSENT","1765_2","1.4144358061E12","false","true","false","true",2,11836,"-","Male",2,6,"United States",19,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3060","2014 10 27 14:50:29.325000","CONSENT","1766_2","1.414435829325E12","false","false","false","false",0,194508,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3061","2014 10 27 14:51:00.941000","CONSENT","1768_2","1.414435860941E12","false","true","false","false",1,561814,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3062","2014 10 27 14:53:44.763000","CONSENT","1769_2","1.414436024763E12","false","true","false","true",2,24921,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3063","2014 10 27 15:02:33.289000","CONSENT","1771_2","1.414436553289E12","false","true","false","false",1,72111,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3064","2014 10 27 15:03:23.329000","CONSENT","1772_2","1.414436603329E12","true","true","true","false",3,195950,"-","Female",6,3,"United States",19,1,1,1,0,68,80.0374563441851,3.82806800487549,0.484277048619239
"3065","2014 10 27 15:03:34.346000","CONSENT","1773_2","1.414436614346E12","true","false","false","false",1,44087,NA,NA,NA,NA,NA,NA,1,0,0,0,112,83.6028446034209,1.96241940092683,0.521950632280381
"3066","2014 10 27 15:13:15.941000","CONSENT","1774_2","1.414437195941E12","false","false","false","true",1,191154,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3067","2014 10 27 15:14:09.700000","CONSENT","1776_2","1.41443724907E12","false","false","false","true",1,129257,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3068","2014 10 27 15:14:57.655000","CONSENT","1777_2","1.414437297655E12","false","true","true","false",2,158405,NA,NA,NA,NA,NA,NA,0,1,1,0,134,125.218765835446,3.37110733051233,0.312586257475557
"3069","2014 10 27 15:15:51.502000","CONSENT","1778_2","1.414437351502E12","true","false","false","false",1,202804,NA,NA,NA,NA,NA,NA,1,0,0,0,112,83.6028446034209,1.96241940092683,0.521950632280381
"3070","2014 10 27 15:16:17.270000","CONSENT","1779_2","1.414437377027E12","false","true","false","false",1,69467,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3071","2014 10 27 15:16:45.651000","CONSENT","1780_2","1.414437405651E12","false","false","false","false",0,196697,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3072","2014 10 27 15:18:03.622000","CONSENT","1782_2","1.414437483622E12","false","false","false","true",1,114734,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3073","2014 10 27 15:18:42.574000","CONSENT","1783_2","1.414437522574E12","false","false","false","false",0,187914,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3074","2014 10 27 15:21:48.771000","CONSENT","1785_2","1.414437708771E12","false","false","false","true",1,90747,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3075","2014 10 27 15:22:27.348000","CONSENT","1786_2","1.414437747348E12","false","true","false","true",2,79263,NA,NA,NA,NA,NA,NA,0,1,0,1,335,394.50593808224,1.19394940552886,0.834465481059691
"3076","2014 10 27 15:28:33.272000","CONSENT","1787_2","1.414438113272E12","false","true","false","false",1,158619,NA,NA,NA,NA,NA,NA,0,1,0,0,878,777.59397896251,0.71219762968042,0.902294960111203
"3077","2014 10 27 15:29:31.210000","CONSENT","1788_2","1.414438171021E12","false","false","false","false",0,187308,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3078","2014 10 27 15:31:21.454000","CONSENT","1789_2","1.414438281454E12","false","false","false","false",0,46288,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3079","2014 10 27 15:33:48.249000","CONSENT","1791_2","1.414438428249E12","false","false","false","false",0,21270,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3080","2014 10 27 15:34:34.999000","CONSENT","1792_2","1.414438474999E12","false","false","false","false",0,21225,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3081","2014 10 27 15:36:40.213000","CONSENT","1795_2","1.414438600213E12","false","false","false","true",1,61539,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3082","2014 10 27 15:38:37.260000","CONSENT","1796_2","1.41443871726E12","false","false","false","true",1,218805,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3083","2014 10 27 15:39:34.208000","CONSENT","1797_2","1.414438774208E12","false","false","false","false",0,108048,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3084","2014 10 27 15:39:55.181000","CONSENT","1798_2","1.414438795181E12","false","false","false","false",0,115480,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
"3085","2014 10 27 15:39:56.962000","CONSENT","1799_2","1.414438796962E12","true","false","false","false",1,28765,NA,NA,NA,NA,NA,NA,1,0,0,0,112,83.6028446034209,1.96241940092683,0.521950632280381
"3086","2014 10 27 15:40:31.806000","CONSENT","1801_2","1.414438831806E12","false","false","false","true",1,171977,NA,NA,NA,NA,NA,NA,0,0,0,1,590,530.430890704887,0.540576584990148,0.91384294122806
"3087","2014 10 27 15:40:40.731000","CONSENT","1802_2","1.414438840731E12","false","false","false","false",0,88170,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,1106.01245127689,0,0.934374336405014
